label	accession	organism	protein	clade	source	note	status
AH_Wells_015	MethylomonlentaAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylomonlentaAH	OK
AH_Wells_016	MethylomonmethanAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylomonmethanAH	OK
AH_Wells_017	NevskiramoAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NevskiramoAH	OK
AH_Wells_018	PelobacacetylenAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PelobacacetylenAH	OK
AH_Wells_019	PelobacselenAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PelobacselenAH	OK
AH_Wells_020	PhaeomariectoAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PhaeomariectoAH	OK
AH_Wells_021	PolycycloalgiAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PolycycloalgiAH	OK
AH_Wells_022	SolimonaquaAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SolimonaquaAH	OK
AH_Wells_023	ThermoacetophaeumAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThermoacetophaeumAH	OK
AH_Wells_024	ThiomarnelsonAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThiomarnelsonAH	OK
AH_Wells_025	YoonsedimiAH	Wells_et_al_reference	AH	AH	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=YoonsedimiAH	OK
FdhG_Wells_001	ActinobacsuccinoFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ActinobacsuccinoFdhN	OK
FdhG_Wells_002	ArchaevenefiFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ArchaevenefiFdhN	OK
FdhG_Wells_003	BacilmediterFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=BacilmediterFdhN	OK
FdhG_Wells_004	BradyrhizocanariFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=BradyrhizocanariFdhN	OK
FdhG_Wells_005	CarbferrFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CarbferrFdhN	OK
FdhG_Wells_006	ConsosalsiFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ConsosalsiFdhN	OK
FdhG_Wells_007	DesulfalgibsonFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfalgibsonFdhN	OK
FdhG_Wells_008	DesulfohaloretbaenFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfohaloretbaenFdhN	OK
FdhG_Wells_009	DesulfosomacaldarFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfosomacaldarFdhN	OK
FdhG_Wells_010	DesulfuralkaFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfuralkaFdhN	OK
FdhG_Wells_011	EnsiferaridiFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=EnsiferaridiFdhN	OK
FdhG_Wells_012	GeobacbemidjienFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GeobacbemidjienFdhN	OK
FdhG_Wells_013	HaematobacmassiliFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=HaematobacmassiliFdhN	OK
FdhG_Wells_014	KingelnegeveFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=KingelnegeveFdhN	OK
FdhG_Wells_015	MethyloterrioryzaFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethyloterrioryzaFdhN	OK
FdhG_Wells_016	MycolicibacgoodFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MycolicibacgoodFdhN	OK
FdhG_Wells_017	ParaburknodosaFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ParaburknodosaFdhN	OK
FdhG_Wells_018	PhyllobacbourgoFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PhyllobacbourgoFdhN	OK
FdhG_Wells_019	PseudomonnitroredFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PseudomonnitroredFdhN	OK
FdhG_Wells_020	SerratficariFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SerratficariFdhN	OK
FdhG_Wells_021	SphaerotilhippeiFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SphaerotilhippeiFdhN	OK
FdhG_Wells_022	SyntrophomonwolfeiFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SyntrophomonwolfeiFdhN	OK
FdhG_Wells_023	ThermincopotensFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThermincopotensFdhN	OK
FdhG_Wells_024	ThermovibguaymaFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThermovibguaymaFdhN	OK
FdhG_Wells_025	YersinruckerFdhN	Wells_et_al_reference	FdhG	FdhG	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=YersinruckerFdhN	OK
FdhsFsdA_Wells_001	AchromarsenFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AchromarsenFdhNAD	OK
FdhsFsdA_Wells_002	AllosalinalopnoreFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AllosalinalopnoreFdhNAD	OK
FdhsFsdA_Wells_003	AquimarmegaFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AquimarmegaFdhNAD	OK
FdhsFsdA_Wells_004	BradyrhizoerythroFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=BradyrhizoerythroFdhNAD	OK
FdhsFsdA_Wells_005	CavvibacpharyngoFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CavvibacpharyngoFdhNAD	OK
FdhsFsdA_Wells_006	Cryptocurt1FdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=Cryptocurt1FdhNAD	OK
FdhsFsdA_Wells_007	DesulfatibacilalkeniFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfatibacilalkeniFdhNAD	OK
FdhsFsdA_Wells_008	DesulfofunthermocisFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfofunthermocisFdhNAD	OK
FdhsFsdA_Wells_009	DesulfurisporthermoFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=DesulfurisporthermoFdhNAD	OK
FdhsFsdA_Wells_010	GeosporobacsubtFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GeosporobacsubtFdhNAD	OK
FdhsFsdA_Wells_011	HalogeolimiFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=HalogeolimiFdhNAD	OK
FdhsFsdA_Wells_012	LeisingaquaFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=LeisingaquaFdhNAD	OK
FdhsFsdA_Wells_013	Methanobacformici1FdhF420	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=Methanobacformici1FdhF420	OK
FdhsFsdA_Wells_014	MethanocullmarisFdhF420	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanocullmarisFdhF420	OK
FdhsFsdA_Wells_015	MethanothermowolfeiiFdhF420	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermowolfeiiFdhF420	OK
FdhsFsdA_Wells_016	MethylomonkoyaFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylomonkoyaFdhNAD	OK
FdhsFsdA_Wells_017	NatronocojeotFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NatronocojeotFdhNAD	OK
FdhsFsdA_Wells_018	PaludibacyongneuFdhH	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PaludibacyongneuFdhH	OK
FdhsFsdA_Wells_019	PelosinfermentFdhH	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PelosinfermentFdhH	OK
FdhsFsdA_Wells_020	PseudonocardthermoFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PseudonocardthermoFdhNAD	OK
FdhsFsdA_Wells_021	RuminobacamyloFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=RuminobacamyloFdhNAD	OK
FdhsFsdA_Wells_022	StarknovelFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=StarknovelFdhNAD	OK
FdhsFsdA_Wells_023	ThalassospirmarinaFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThalassospirmarinaFdhNAD	OK
FdhsFsdA_Wells_024	ThermotogaprofundFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThermotogaprofundFdhNAD	OK
FdhsFsdA_Wells_025	radyrhizoelkaniFdhNAD	Wells_et_al_reference	FdhsFsdA	FdhsFsdA	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=radyrhizoelkaniFdhNAD	OK
FhcB_Wells_001	AcidibrevifodinFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AcidibrevifodinFhcB	OK
FhcB_Wells_002	AzohydrolataFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AzohydrolataFhcB	OK
FhcB_Wells_003	AzospirramaFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AzospirramaFhcB	OK
FhcB_Wells_004	CabalperedFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CabalperedFhcB	OK
FhcB_Wells_005	LabrysokinaFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=LabrysokinaFhcB	OK
FhcB_Wells_006	MethylioleiFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylioleiFhcB	OK
FhcB_Wells_007	MethylobacilrhizoFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylobacilrhizoFhcB	OK
FhcB_Wells_008	MethylobacterihaploFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylobacterihaploFhcB	OK
FhcB_Wells_009	MethylobacwhittenFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylobacwhittenFhcB	OK
FhcB_Wells_010	MethylocapacidiFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylocapacidiFhcB	OK
FhcB_Wells_011	MethylocelsilvesFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylocelsilvesFhcB	OK
FhcB_Wells_012	MethylohalocrimeFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylohalocrimeFhcB	OK
FhcB_Wells_013	MethylophagfrapFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylophagfrapFhcB	OK
FhcB_Wells_014	MethylophilmedarFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylophilmedarFhcB	OK
FhcB_Wells_015	MethylorubpopuliFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylorubpopuliFhcB	OK
FhcB_Wells_016	MethylosinsporFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylosinsporFhcB	OK
FhcB_Wells_017	MethyloverthermoFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethyloverthermoFhcB	OK
FhcB_Wells_018	MethylovulmiyaFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethylovulmiyaFhcB	OK
FhcB_Wells_019	NitrosococeaniFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=NitrosococeaniFhcB	OK
FhcB_Wells_020	ParaburkoxyphFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ParaburkoxyphFhcB	OK
FhcB_Wells_021	PseudaminoarsenFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=PseudaminoarsenFhcB	OK
FhcB_Wells_022	RhizobiumoryzFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=RhizobiumoryzFhcB	OK
FhcB_Wells_023	SulfurifeplumbFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=SulfurifeplumbFhcB	OK
FhcB_Wells_024	ThiocaproseaFhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ThiocaproseaFhcB	OK
FhcB_Wells_025	Variopara2FhcB	Wells_et_al_reference	FhcB	FhcB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=Variopara2FhcB	OK
FwdBFmdB_Wells_001	ArchaefulgFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ArchaefulgFwdB	OK
FwdBFmdB_Wells_002	FerroglobplacidFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=FerroglobplacidFwdB	OK
FwdBFmdB_Wells_003	GeoglobacetiFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GeoglobacetiFwdB	OK
FwdBFmdB_Wells_004	MethanocaldococfervensFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanocaldococfervensFwdB	OK
FwdBFmdB_Wells_005	MethanocaldococinfernFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanocaldococinfernFwdB	OK
FwdBFmdB_Wells_006	MethanocaldococvulcanFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanocaldococvulcanFwdB	OK
FwdBFmdB_Wells_007	MethanocelconradiFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanocelconradiFwdB	OK
FwdBFmdB_Wells_008	MethanococmaripaFwdB2	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanococmaripaFwdB2	OK
FwdBFmdB_Wells_009	MethanococvannieFwdB1	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanococvannieFwdB1	OK
FwdBFmdB_Wells_010	MethanococvoltaeFwdB1	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanococvoltaeFwdB1	OK
FwdBFmdB_Wells_011	MethanococvoltaeFwdB2	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanococvoltaeFwdB2	OK
FwdBFmdB_Wells_012	MethanolacpetroFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanolacpetroFwdB	OK
FwdBFmdB_Wells_013	MethanoplanlimiFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanoplanlimiFwdB	OK
FwdBFmdB_Wells_014	MethanopykandFwdB2	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanopykandFwdB2	OK
FwdBFmdB_Wells_015	MethanosalzhiliFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanosalzhiliFwdB	OK
FwdBFmdB_Wells_016	MethanosaractiFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanosaractiFwdB	OK
FwdBFmdB_Wells_017	MethanosarbarkeriFwdB2	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanosarbarkeriFwdB2	OK
FwdBFmdB_Wells_018	MethanosarbarkeriFwdB3	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanosarbarkeriFwdB3	OK
FwdBFmdB_Wells_019	MethanospirhungaFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanospirhungaFwdB	OK
FwdBFmdB_Wells_020	MethanothermococokinaweFwdB1	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermococokinaweFwdB1	OK
FwdBFmdB_Wells_021	MethanothermococokinaweFwdB3	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermococokinaweFwdB3	OK
FwdBFmdB_Wells_022	MethanothermomarburgFwdB1	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermomarburgFwdB1	OK
FwdBFmdB_Wells_023	MethanothermowolfeiiFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermowolfeiiFwdB	OK
FwdBFmdB_Wells_024	MethanothermusfervidFwdB	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanothermusfervidFwdB	OK
FwdBFmdB_Wells_025	MethanotorigneusFwdB2	Wells_et_al_reference	FwdBFmdB	FwdBFmdB	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=MethanotorigneusFwdB2	OK
Nqo3_Wells_001	ActinoallobryoNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ActinoallobryoNqo3	OK
Nqo3_Wells_002	AnaerolinthermoNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AnaerolinthermoNqo3	OK
Nqo3_Wells_003	AzospirhumiciNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=AzospirhumiciNqo3	OK
Nqo3_Wells_004	CaenispsaliNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CaenispsaliNqo3	OK
Nqo3_Wells_005	ChitinoniasteNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=ChitinoniasteNqo3	OK
Nqo3_Wells_006	CupriaoxalatiNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=CupriaoxalatiNqo3	OK
Nqo3_Wells_007	EmpedohaloNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=EmpedohaloNqo3	OK
Nqo3_Wells_008	FodinifengNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=FodinifengNqo3	OK
Nqo3_Wells_009	GeovibthioNqo3	Wells_et_al_reference	Nqo3	Nqo3	Wells_Dryad_DMSORcompwoutMop.fasta	Selected from DMSORcompwoutMop.fasta; original_header=GeovibthioNqo3	OK
